term_a,term_b,observed,expected_strat,lift_strat,z_cmh,q_cmh,channels,weight
epstein,ties,56.00000,12.83430,4.36331,14.22978,0.00000,21.00000,2.12542
supreme court,citizenship,45.00000,8.70194,5.17126,14.19452,0.00000,18.00000,2.37052
jesse jackson,rev,30.00000,4.41743,6.79127,14.17704,0.00000,8.00000,2.76368
strikes,launches,60.00000,12.68793,4.72890,14.13891,0.00000,9.00000,2.24151
dead,shot,20.00000,1.73449,11.53078,14.10834,0.00000,7.00000,3.52742
amid,rising,40.00000,6.20922,6.44203,14.10801,0.00000,5.00000,2.68752
school,bombing,21.00000,2.02488,10.37098,14.09652,0.00000,14.00000,3.37448
flag,false,21.00000,2.23567,9.39315,14.08317,0.00000,17.00000,3.23161
hearing,todd blanche,42.00000,7.03352,5.97141,14.08049,0.00000,17.00000,2.57807
national,emergency,22.00000,2.14342,10.26399,14.06954,0.00000,13.00000,3.35952
collapse,total,31.00000,3.98585,7.77752,14.03535,0.00000,20.00000,2.95931
michigan,abdul el-sayed,38.00000,7.13061,5.32914,14.02602,0.00000,17.00000,2.41390
speech,gives,40.00000,6.26394,6.38576,14.01903,0.00000,13.00000,2.67486
nuclear,weapons,36.00000,5.31444,6.77399,14.01360,0.00000,14.00000,2.76001
voters,young,22.00000,2.19236,10.03484,13.97523,0.00000,11.00000,3.32695
jesse,rev,31.00000,4.91521,6.30696,13.97189,0.00000,8.00000,2.65694
hormuz,oil,115.00000,37.30107,3.08302,13.95418,0.00000,15.00000,1.62434
bad,halftime,27.00000,3.48441,7.74880,13.94828,0.00000,19.00000,2.95397
party,green,32.00000,6.50669,4.91801,13.94464,0.00000,14.00000,2.29808
jeffries,kushner,21.00000,2.13049,9.85688,13.94010,0.00000,14.00000,3.30113
charlie,candace,24.00000,2.81967,8.51163,13.93032,0.00000,13.00000,3.08943
war,hegseth,278.00000,135.01350,2.05905,13.92312,0.00000,40.00000,1.04198
epstein files,bondi,76.00000,20.14237,3.77314,13.92138,0.00000,24.00000,1.91577
epstein,testimony,61.00000,14.57188,4.18615,13.91910,0.00000,21.00000,2.06562
charlie kirk,owens,20.00000,1.94684,10.27305,13.90986,0.00000,9.00000,3.36079
supreme court,birthright,46.00000,9.32311,4.93397,13.90515,0.00000,19.00000,2.30275
cbs,weiss,21.00000,2.26530,9.27031,13.89670,0.00000,13.00000,3.21262
hearing,todd,42.00000,7.16826,5.85916,13.88458,0.00000,17.00000,2.55070
supreme,citizenship,45.00000,8.94855,5.02875,13.88417,0.00000,18.00000,2.33020
killed,dozens,23.00000,2.39357,9.60908,13.86096,0.00000,5.00000,3.26440
talks,fail,23.00000,2.42324,9.49144,13.85432,0.00000,7.00000,3.24663
chief,spy,20.00000,1.82064,10.98512,13.85172,0.00000,6.00000,3.45748
military,hegseth,100.00000,29.36341,3.40560,13.84545,0.00000,27.00000,1.76791
crisis,housing,20.00000,1.88316,10.62045,13.83861,0.00000,11.00000,3.40877
billion,fund,38.00000,6.59800,5.75932,13.81922,0.00000,22.00000,2.52590
iran,supreme leader,91.00000,31.77672,2.86373,13.78779,0.00000,18.00000,1.51790
michigan,abdul,44.00000,9.38490,4.68838,13.74480,0.00000,21.00000,2.22909
health,mitch mcconnell,20.00000,1.88701,10.59880,13.71831,0.00000,9.00000,3.40583
race,maine,21.00000,2.23089,9.41328,13.70546,0.00000,8.00000,3.23470
peace,gaza,61.00000,13.99944,4.35732,13.70009,0.00000,15.00000,2.12344
netanyahu,arrest,25.00000,2.94165,8.49862,13.69540,0.00000,14.00000,3.08723
state,red,29.00000,3.58197,8.09611,13.69049,0.00000,8.00000,3.01723
tensions,rising,26.00000,3.02574,8.59295,13.68233,0.00000,5.00000,3.10315
todd blanche,confirmation,29.00000,3.85010,7.53228,13.67965,0.00000,13.00000,2.91309
todd,confirmation,29.00000,3.85649,7.51980,13.66335,0.00000,13.00000,2.91069
know,doesn't,27.00000,3.36621,8.02088,13.63624,0.00000,16.00000,3.00376
ai,data,47.00000,9.59477,4.89850,13.63052,0.00000,24.00000,2.29234
supreme,birthright,46.00000,9.56510,4.80915,13.62755,0.00000,19.00000,2.26578
arrested,don,28.00000,4.23662,6.60905,13.62721,0.00000,22.00000,2.72444
major,suffers,41.00000,6.89174,5.94915,13.62652,0.00000,7.00000,2.57268
virginia,redistricting,25.00000,3.12338,8.00416,13.59115,0.00000,13.00000,3.00075
ai,tech,37.00000,6.70709,5.51655,13.53970,0.00000,17.00000,2.46377
epstein,hillary,57.00000,13.53766,4.21048,13.53168,0.00000,16.00000,2.07398
epstein,released,48.00000,10.84130,4.42751,13.52176,0.00000,19.00000,2.14650
house,briefing,39.00000,6.22349,6.26658,13.50790,0.00000,8.00000,2.64768
bondi,firing,33.00000,5.09050,6.48267,13.50654,0.00000,14.00000,2.69659
great,fair,21.00000,2.42208,8.67024,13.50156,0.00000,10.00000,3.11607
hearing,jack,24.00000,2.66676,8.99967,13.48554,0.00000,10.00000,3.16987
obama,racist,27.00000,3.41848,7.89825,13.46930,0.00000,14.00000,2.98153
issues,order,22.00000,2.22585,9.88385,13.45722,0.00000,6.00000,3.30507
killed,service,22.00000,2.24279,9.80920,13.44540,0.00000,10.00000,3.29414
viral,clip,22.00000,2.55979,8.59444,13.44290,0.00000,9.00000,3.10340
dr,health,20.00000,1.92440,10.39288,13.43779,0.00000,8.00000,3.37752
reveals,accidentally,22.00000,2.69139,8.17421,13.40043,0.00000,13.00000,3.03108
people,young,25.00000,3.11119,8.03551,13.38565,0.00000,15.00000,3.00639
harris,sam,25.00000,4.48180,5.57812,13.37706,0.00000,10.00000,2.47978
nato,alliance,24.00000,3.03334,7.91208,13.36599,0.00000,7.00000,2.98406
files,bondi,80.00000,22.97107,3.48264,13.35063,0.00000,26.00000,1.80018
obama,opening,28.00000,3.99776,7.00392,13.32069,0.00000,9.00000,2.80816
know,want,29.00000,4.30168,6.74154,13.32005,0.00000,19.00000,2.75308
senate,michigan,39.00000,6.84957,5.69379,13.31440,0.00000,15.00000,2.50939
secret,leaked,51.00000,10.31480,4.94435,13.31250,0.00000,14.00000,2.30578
arrested,don lemon,27.00000,4.12452,6.54621,13.31023,0.00000,22.00000,2.71066
supreme court,birthright citizenship,40.00000,7.86549,5.08551,13.30724,0.00000,17.00000,2.34639
matt,walsh,20.00000,2.22852,8.97456,13.30565,0.00000,7.00000,3.16584
killed,troops,52.00000,10.43518,4.98314,13.30022,0.00000,11.00000,2.31706
texas,ken paxton,22.00000,2.40733,9.13876,13.27570,0.00000,11.00000,3.19200
big,tech,37.00000,6.60950,5.59800,13.22308,0.00000,23.00000,2.48491
oil,price,27.00000,3.45713,7.80994,13.18218,0.00000,11.00000,2.96531
prices,food,22.00000,2.52652,8.70764,13.17749,0.00000,7.00000,3.12228
massive,protests,38.00000,6.53865,5.81160,13.17168,0.00000,11.00000,2.53893
charlie kirk,candace,21.00000,2.44348,8.59428,13.16027,0.00000,10.00000,3.10338
china,trip,37.00000,6.87257,5.38372,13.13852,0.00000,20.00000,2.42860
ice,dhs,98.00000,31.85182,3.07675,13.13600,0.00000,23.00000,1.62141
artemis,earth,22.00000,2.66309,8.26107,13.13194,0.00000,5.00000,3.04633
arrested,lemon,27.00000,4.20272,6.42441,13.12799,0.00000,22.00000,2.68356
minneapolis,agent,40.00000,7.32190,5.46306,13.12795,0.00000,15.00000,2.44971
can't,defend,25.00000,3.02633,8.26083,13.08806,0.00000,8.00000,3.04629
strait of hormuz,open,26.00000,3.27595,7.93662,13.08677,0.00000,11.00000,2.98852
democratic,socialists,21.00000,2.63414,7.97225,13.08573,0.00000,13.00000,2.99499
doj,bondi,75.00000,21.24457,3.53031,13.08392,0.00000,18.00000,1.81980
reveals,details,34.00000,5.12822,6.62998,13.06825,0.00000,7.00000,2.72901
maga,star,43.00000,8.41446,5.11025,13.06625,0.00000,10.00000,2.35339
supreme,birthright citizenship,40.00000,8.05865,4.96361,13.05115,0.00000,17.00000,2.31139
putin,xi,92.00000,28.76133,3.19874,13.03943,0.00000,9.00000,1.67750
joe,biden,26.00000,3.46761,7.49796,13.02170,0.00000,16.00000,2.90650
soldiers,idf,25.00000,3.10690,8.04661,13.01445,0.00000,5.00000,3.00838
noem,fired,37.00000,6.64688,5.56652,13.01247,0.00000,22.00000,2.47677
ice,woman,65.00000,18.59998,3.49463,13.00091,0.00000,22.00000,1.80514
prof,marandi,35.00000,6.02730,5.80691,12.97665,0.00000,6.00000,2.53777
military,action,61.00000,14.13347,4.31600,12.97445,0.00000,7.00000,2.10969
venezuela,maduro,175.00000,86.31664,2.02742,12.97124,0.00000,32.00000,1.01964
ai,data centers,30.00000,4.76942,6.29007,12.95491,0.00000,16.00000,2.65308
america,th,55.00000,12.46241,4.41327,12.94710,0.00000,19.00000,2.14185
scott,cnn,31.00000,4.73392,6.54849,12.94400,0.00000,13.00000,2.71116
maga,influencer,33.00000,5.90038,5.59286,12.93590,0.00000,18.00000,2.48359
court,citizenship,46.00000,10.36738,4.43699,12.91771,0.00000,18.00000,2.14958
prices,rise,22.00000,2.43667,9.02872,12.91476,0.00000,8.00000,3.17452
epstein,howard,20.00000,2.26750,8.82029,12.91448,0.00000,9.00000,3.14083
mamdani,arrest,21.00000,2.36617,8.87510,12.86897,0.00000,13.00000,3.14976
court,birthright,47.00000,10.83591,4.33743,12.85895,0.00000,19.00000,2.11684
faces,revolt,23.00000,2.64651,8.69069,12.84472,0.00000,7.00000,3.11947
bad,really,31.00000,4.62429,6.70372,12.83730,0.00000,15.00000,2.74496
party,dem,37.00000,6.22690,5.94196,12.83260,0.00000,10.00000,2.57094
strikes,beirut,45.00000,9.10585,4.94188,12.80940,0.00000,9.00000,2.30506
artemis ii,earth,21.00000,2.54711,8.24464,12.80923,0.00000,5.00000,3.04346
ii,earth,21.00000,2.54711,8.24464,12.80923,0.00000,5.00000,3.04346
american,fair,22.00000,2.79233,7.87871,12.78364,0.00000,10.00000,2.97796
ukraine,drones,43.00000,8.16553,5.26604,12.75848,0.00000,8.00000,2.39672
ice,shootings,40.00000,8.05444,4.96620,12.74767,0.00000,17.00000,2.31214
ai,centers,30.00000,4.87055,6.15947,12.74149,0.00000,16.00000,2.62281
iranian,missiles,68.00000,17.64891,3.85293,12.74091,0.00000,6.00000,1.94596
cup,final,32.00000,5.00947,6.38790,12.72583,0.00000,7.00000,2.67534
win,el-sayed,25.00000,3.33202,7.50297,12.72274,0.00000,13.00000,2.90746
scotus,birthright,32.00000,5.81292,5.50498,12.71719,0.00000,11.00000,2.46074
worse,think,35.00000,7.26865,4.81520,12.71393,0.00000,23.00000,2.26759
oil,blockade,41.00000,7.94703,5.15916,12.68973,0.00000,11.00000,2.36714
ag,pick,20.00000,2.11423,9.45972,12.68156,0.00000,5.00000,3.24180
court,tariffs,40.00000,7.53006,5.31204,12.66382,0.00000,21.00000,2.40927
speech,davos,29.00000,4.56643,6.35069,12.65651,0.00000,14.00000,2.66691
military,experts,23.00000,2.75916,8.33588,12.59628,0.00000,7.00000,3.05934
shooting,pretti,37.00000,7.21197,5.13036,12.59046,0.00000,13.00000,2.35906
hormuz,warships,53.00000,12.72490,4.16506,12.55934,0.00000,5.00000,2.05834
health,care,20.00000,2.31425,8.64210,12.55901,0.00000,7.00000,3.11138
americans,poll,26.00000,3.41116,7.62205,12.54698,0.00000,10.00000,2.93018
talks,nuclear,72.00000,19.64796,3.66450,12.53708,0.00000,6.00000,1.87362
nuclear,site,20.00000,2.15131,9.29666,12.52721,0.00000,8.00000,3.21671
saudi,uae,27.00000,3.68264,7.33170,12.52425,0.00000,5.00000,2.87415
republicans,revolt,33.00000,5.40272,6.10804,12.51935,0.00000,13.00000,2.61071
ice,killing,77.00000,24.83822,3.10006,12.51705,0.00000,26.00000,1.63230
doj,probe,43.00000,8.56836,5.01846,12.51599,0.00000,10.00000,2.32725
ends,career,25.00000,3.31004,7.55277,12.51326,0.00000,9.00000,2.91701
control,losing,23.00000,2.75086,8.36102,12.49430,0.00000,14.00000,3.06368
gaza,flotilla,23.00000,2.99151,7.68844,12.48837,0.00000,10.00000,2.94269
america,save,55.00000,14.17263,3.88072,12.48611,0.00000,15.00000,1.95632
texas,ken,22.00000,2.65553,8.28461,12.46231,0.00000,11.00000,3.05043
crisis,fuel,34.00000,5.62620,6.04316,12.46073,0.00000,5.00000,2.59530
caught,scandal,36.00000,6.19589,5.81030,12.45738,0.00000,13.00000,2.53861
women,men,20.00000,2.31606,8.63537,12.44479,0.00000,11.00000,3.11026
super bowl,bad bunny,21.00000,2.69289,7.79830,12.42625,0.00000,12.00000,2.96316
super bowl,bunny,21.00000,2.69289,7.79830,12.42625,0.00000,12.00000,2.96316
republicans,texas,61.00000,15.50428,3.93440,12.42184,0.00000,18.00000,1.97614
minneapolis,protests,53.00000,12.79350,4.14273,12.39855,0.00000,15.00000,2.05058
gets,destroyed,38.00000,7.05567,5.38574,12.39702,0.00000,13.00000,2.42914
world cup,final,31.00000,4.95100,6.26136,12.35923,0.00000,7.00000,2.64648
senate,republicans,67.00000,17.88348,3.74648,12.34742,0.00000,20.00000,1.90553
charlie,erika,26.00000,3.87310,6.71297,12.33945,0.00000,5.00000,2.74695
hearing,pam,38.00000,7.20321,5.27542,12.30965,0.00000,13.00000,2.39929
super,bad bunny,21.00000,2.72738,7.69971,12.30880,0.00000,12.00000,2.94480
red,yemen,20.00000,2.34594,8.52536,12.30311,0.00000,6.00000,3.09176
ice,facility,26.00000,4.44104,5.85449,12.30035,0.00000,7.00000,2.54954
super,bunny,21.00000,2.73032,7.69141,12.29864,0.00000,12.00000,2.94325
hearing,smith,25.00000,3.32986,7.50782,12.29644,0.00000,10.00000,2.90839
epstein,class,35.00000,7.12772,4.91041,12.29263,0.00000,21.00000,2.29584
hormuz,open,51.00000,11.83116,4.31065,12.29044,0.00000,13.00000,2.10791
court,birthright citizenship,41.00000,9.23714,4.43860,12.28706,0.00000,17.00000,2.15011
disaster,presser,27.00000,3.85626,7.00161,12.28017,0.00000,6.00000,2.80769
strait,control,37.00000,6.61989,5.58922,12.26097,0.00000,11.00000,2.48265
health,mitch,20.00000,2.37933,8.40572,12.24848,0.00000,9.00000,3.07137
talks,round,23.00000,3.03205,7.58562,12.23554,0.00000,5.00000,2.92327
war,cost,90.00000,30.19423,2.98070,12.21765,0.00000,18.00000,1.57565
goes,wrong,31.00000,4.85997,6.37864,12.20707,0.00000,11.00000,2.67325
scotus,voting,38.00000,7.52838,5.04757,12.20330,0.00000,12.00000,2.33559
details,revealed,30.00000,4.62004,6.49345,12.19372,0.00000,9.00000,2.69899
case,pool,27.00000,4.09054,6.60060,12.17897,0.00000,11.00000,2.72260
host,cnn,32.00000,5.35361,5.97727,12.16549,0.00000,9.00000,2.57949
speech,disaster,50.00000,11.19393,4.46671,12.16400,0.00000,12.00000,2.15921
collapse,suffers,24.00000,3.12627,7.67687,12.15843,0.00000,8.00000,2.94052
case,reflecting pool,26.00000,3.84959,6.75396,12.15463,0.00000,11.00000,2.75573
state,rubio,24.00000,3.10621,7.72645,12.14747,0.00000,6.00000,2.94981
killing,alex pretti,23.00000,3.26562,7.04308,12.14396,0.00000,12.00000,2.81621
case,reflecting,26.00000,3.86519,6.72670,12.11791,0.00000,11.00000,2.74990
greenland,danish,24.00000,3.72596,6.44129,12.11230,0.00000,6.00000,2.68735
wilson,rick,43.00000,10.30458,4.17290,12.11125,0.00000,5.00000,2.06105
oil,surge,30.00000,4.70610,6.37470,12.10082,0.00000,11.00000,2.67236
gaza,board of peace,29.00000,4.99359,5.80745,12.09750,0.00000,13.00000,2.53790
world,mexico,28.00000,4.33052,6.46573,12.07136,0.00000,6.00000,2.69281
panic,sparks,21.00000,2.50255,8.39143,12.06145,0.00000,7.00000,3.06892
killed,crash,24.00000,3.21154,7.47305,12.03330,0.00000,5.00000,2.90170
trade,tariffs,22.00000,2.71819,8.09361,12.03001,0.00000,6.00000,3.01678
fund,jan,25.00000,3.74047,6.68364,12.01625,0.00000,6.00000,2.74063
win,primary,26.00000,3.77300,6.89106,11.98429,0.00000,13.00000,2.78473
epstein,andrew,72.00000,22.72244,3.16867,11.98209,0.00000,24.00000,1.66388
political,violence,26.00000,3.82556,6.79640,11.97962,0.00000,17.00000,2.76477
hearing,pam bondi,37.00000,7.15371,5.17214,11.97483,0.00000,13.00000,2.37076
netanyahu,lebanon,57.00000,14.51952,3.92575,11.97316,0.00000,12.00000,1.97297
bowl,bad bunny,21.00000,2.84037,7.39341,11.97019,0.00000,12.00000,2.88624
bowl,bunny,21.00000,2.84037,7.39341,11.97019,0.00000,12.00000,2.88624
files,names,25.00000,3.61291,6.91964,11.95159,0.00000,11.00000,2.79070
details,shocking,40.00000,7.85165,5.09447,11.93115,0.00000,13.00000,2.34893
epstein,victims,36.00000,7.38373,4.87559,11.92997,0.00000,20.00000,2.28558
hormuz,tankers,25.00000,3.60950,6.92616,11.92788,0.00000,7.00000,2.79206
oil,gas,36.00000,6.52899,5.51387,11.91677,0.00000,10.00000,2.46307
nato,europe,65.00000,18.05431,3.60025,11.89032,0.00000,10.00000,1.84810
blanche,confirmation hearing,29.00000,5.42773,5.34293,11.88128,0.00000,13.00000,2.41763
minneapolis,mayor,37.00000,7.43146,4.97883,11.87133,0.00000,12.00000,2.31581
uk,starmer,109.00000,40.84169,2.66884,11.86674,0.00000,8.00000,1.41621
election,scheme,48.00000,10.87006,4.41580,11.86258,0.00000,11.00000,2.14267
ceasefire,rejects,28.00000,4.41793,6.33781,11.85898,0.00000,15.00000,2.66398
voters,turn,23.00000,3.00082,7.66458,11.85662,0.00000,11.00000,2.93821
epstein,investigation,81.00000,27.27388,2.96987,11.85341,0.00000,25.00000,1.57040
epstein files,released,26.00000,4.54246,5.72377,11.85281,0.00000,16.00000,2.51697
gaza,aid,34.00000,6.20170,5.48236,11.83544,0.00000,6.00000,2.45480
protest,lemon,22.00000,3.21091,6.85164,11.82583,0.00000,12.00000,2.77645
epstein,comer,21.00000,2.71894,7.72360,11.82272,0.00000,5.00000,2.94927
israel,southern,56.00000,14.52187,3.85625,11.80503,0.00000,7.00000,1.94720
graham platner,maine,23.00000,3.49845,6.57434,11.78510,0.00000,9.00000,2.71685
war,canada,130.00000,53.81691,2.41560,11.77152,0.00000,33.00000,1.27238
uk,cenk,21.00000,2.92895,7.16980,11.74067,0.00000,14.00000,2.84193
epstein,names,44.00000,10.55700,4.16785,11.73077,0.00000,16.00000,2.05930
epstein,clintons,33.00000,6.80042,4.85264,11.72969,0.00000,17.00000,2.27877
court,maduro,29.00000,5.16296,5.61693,11.72801,0.00000,11.00000,2.48978
world,spain,31.00000,5.57454,5.56099,11.72694,0.00000,9.00000,2.47534
epstein,coverup,32.00000,6.21514,5.14871,11.70997,0.00000,18.00000,2.36421
allies,help,21.00000,2.59316,8.09824,11.70592,0.00000,11.00000,3.01761
hormuz,shipping,27.00000,4.32267,6.24615,11.70539,0.00000,5.00000,2.64297
attack,terror,37.00000,7.35396,5.03131,11.68338,0.00000,9.00000,2.33093
blanche,vote,40.00000,8.89632,4.49624,11.67934,0.00000,8.00000,2.16872
scotus,birthright citizenship,28.00000,5.19256,5.39233,11.67486,0.00000,11.00000,2.43091
deal,nuclear,63.00000,17.01010,3.70368,11.67457,0.00000,13.00000,1.88896
state,great,23.00000,3.42684,6.71173,11.66368,0.00000,11.00000,2.74668
gop,midterm,56.00000,14.46591,3.87117,11.65857,0.00000,16.00000,1.95277
attorney,todd blanche,21.00000,2.78373,7.54385,11.65791,0.00000,11.00000,2.91530
hegseth,kelly,26.00000,3.93514,6.60714,11.63971,0.00000,11.00000,2.72403
attorney,todd,21.00000,2.79012,7.52657,11.63870,0.00000,11.00000,2.91199
major,loss,36.00000,6.93265,5.19282,11.62932,0.00000,14.00000,2.37652
hearing,explosive,45.00000,9.90721,4.54214,11.62829,0.00000,7.00000,2.18337
ice,murder,83.00000,33.99394,2.44161,11.62420,0.00000,23.00000,1.28783
hearing,dems,44.00000,9.54927,4.60768,11.62195,0.00000,10.00000,2.20404
texas,primary,25.00000,3.71279,6.73348,11.62170,0.00000,11.00000,2.75135
house,dems,64.00000,17.52835,3.65123,11.61903,0.00000,13.00000,1.86838
pentagon,pete,20.00000,2.40277,8.32374,11.61733,0.00000,7.00000,3.05723
oil,russian,43.00000,9.15938,4.69464,11.61621,0.00000,9.00000,2.23101
attacks,settler,21.00000,2.75791,7.61446,11.60329,0.00000,5.00000,2.92874
can't,save,21.00000,2.70073,7.77569,11.59835,0.00000,13.00000,2.95897
crisis,worse,26.00000,3.96671,6.55454,11.59465,0.00000,19.00000,2.71250
alex,killing,24.00000,3.71389,6.46224,11.58500,0.00000,12.00000,2.69203
billion,slush fund,26.00000,4.46804,5.81910,11.58003,0.00000,16.00000,2.54080
protest,don lemon,21.00000,3.06859,6.84353,11.57988,0.00000,12.00000,2.77474
bad,super bowl,21.00000,2.97765,7.05255,11.57935,0.00000,12.00000,2.81814
billion,slush,26.00000,4.47571,5.80914,11.56408,0.00000,16.00000,2.53832
exposed,lies,50.00000,12.06786,4.14323,11.56236,0.00000,21.00000,2.05076
dead,missing,21.00000,2.73859,7.66818,11.56100,0.00000,6.00000,2.93888
epstein files,blanche,37.00000,8.15356,4.53789,11.54152,0.00000,14.00000,2.18202
plan,reveals,46.00000,10.28452,4.47274,11.52919,0.00000,15.00000,2.16116
house,event,38.00000,7.51646,5.05557,11.52385,0.00000,18.00000,2.33787
files,blanche,42.00000,9.92048,4.23367,11.52377,0.00000,14.00000,2.08191
finally,snaps,23.00000,3.20955,7.16611,11.51674,0.00000,6.00000,2.84119
crisis,economic,31.00000,5.44747,5.69071,11.51639,0.00000,10.00000,2.50861
epstein,gates,31.00000,6.84269,4.53038,11.51317,0.00000,13.00000,2.17963
shooting,alex pretti,29.00000,5.35185,5.41869,11.50038,0.00000,12.00000,2.43794
secret,weapon,24.00000,3.44845,6.95965,11.49986,0.00000,10.00000,2.79901
dem,senator,28.00000,4.47653,6.25484,11.49780,0.00000,8.00000,2.64497
hormuz,breaking,81.00000,26.52219,3.05405,11.49542,0.00000,13.00000,1.61072
attack,drone,64.00000,17.86047,3.58333,11.45371,0.00000,10.00000,1.84130
doj,lawyers,23.00000,3.27824,7.01596,11.43692,0.00000,6.00000,2.81064
war,spirals,66.00000,21.39774,3.08444,11.43633,0.00000,24.00000,1.62501
update,mcconnell,20.00000,2.76629,7.22991,11.43429,0.00000,11.00000,2.85398
russia,moscow,36.00000,7.13351,5.04661,11.43292,0.00000,6.00000,2.33531
meeting,secret,33.00000,5.98397,5.51473,11.40215,0.00000,15.00000,2.46329
warning,gives,32.00000,5.61770,5.69628,11.40170,0.00000,6.00000,2.51002
amid,threats,39.00000,7.95257,4.90407,11.37480,0.00000,10.00000,2.29398
red,scare,21.00000,3.66650,5.72753,11.36751,0.00000,17.00000,2.51791
oil,sanctions,23.00000,3.23483,7.11012,11.36454,0.00000,5.00000,2.82987
election,midterm,33.00000,6.09524,5.41406,11.34521,0.00000,13.00000,2.43671
court,rules,21.00000,2.88342,7.28301,11.34049,0.00000,13.00000,2.86453
election,fraud,30.00000,5.33740,5.62071,11.33007,0.00000,14.00000,2.49075
starmer,mandelson,79.00000,32.08282,2.46238,11.30884,0.00000,7.00000,1.30005
democrats,midterms,34.00000,6.56484,5.17911,11.30095,0.00000,14.00000,2.37270
threatens,act,23.00000,3.27003,7.03358,11.26558,0.00000,15.00000,2.81426
plan,unveils,20.00000,2.56775,7.78893,11.25140,0.00000,9.00000,2.96143
epstein,island,40.00000,9.79875,4.08215,11.22716,0.00000,13.00000,2.02933
major,update,53.00000,14.81224,3.57812,11.20195,0.00000,12.00000,1.83920
xi,beijing,26.00000,4.29886,6.04811,11.19698,0.00000,5.00000,2.59648
blanche,survivors,31.00000,6.57548,4.71449,11.19544,0.00000,10.00000,2.23710
fired,kristi noem,28.00000,5.13621,5.45149,11.18835,0.00000,21.00000,2.44665
epstein,cover,47.00000,12.79779,3.67251,11.17861,0.00000,18.00000,1.87677
ice,detained,27.00000,4.74181,5.69403,11.15810,0.00000,13.00000,2.50945
bad,bowl,21.00000,3.13581,6.69684,11.15670,0.00000,12.00000,2.74348
bad,super,21.00000,3.13137,6.70633,11.14042,0.00000,12.00000,2.74552
speech,july,22.00000,4.00104,5.49857,11.13736,0.00000,12.00000,2.45906
doj,comey,28.00000,5.33813,5.24529,11.12821,0.00000,8.00000,2.39102
fired,kristi,28.00000,5.17655,5.40901,11.12453,0.00000,21.00000,2.43536
starmer,resign,29.00000,6.27567,4.62102,11.11510,0.00000,6.00000,2.20821
iranian,school,27.00000,4.63389,5.82664,11.10767,0.00000,17.00000,2.54266
primary,democratic,23.00000,3.48133,6.60667,11.10636,0.00000,11.00000,2.72392
epstein,hillary clinton,43.00000,11.00544,3.90716,11.10522,0.00000,12.00000,1.96612
cia,moscow,23.00000,3.66834,6.26986,11.10348,0.00000,12.00000,2.64843
scotus,citizenship,28.00000,5.53752,5.05641,11.03640,0.00000,11.00000,2.33811
shooting,dinner,26.00000,4.84108,5.37071,11.02950,0.00000,14.00000,2.42511
israel,strikes,184.00000,90.47328,2.03375,11.02769,0.00000,24.00000,1.02414
ice,crackdown,49.00000,13.87684,3.53106,11.00566,0.00000,12.00000,1.82010
senate,dems,44.00000,10.14692,4.33629,10.99826,0.00000,8.00000,2.11646
blanche,attorney,28.00000,5.12307,5.46547,10.99121,0.00000,12.00000,2.45035
senate,funding,22.00000,3.10993,7.07412,10.98859,0.00000,12.00000,2.82255
got,problem,22.00000,3.32516,6.61622,10.95976,0.00000,10.00000,2.72601
platner,allegations,20.00000,3.05999,6.53597,10.95313,0.00000,11.00000,2.70840
democrats,funding,21.00000,2.99282,7.01679,10.94870,0.00000,11.00000,2.81081
texas,race,21.00000,2.88955,7.26757,10.93332,0.00000,11.00000,2.86147
oil,saudi,46.00000,11.34210,4.05568,10.91568,0.00000,8.00000,2.01995
strike,killed,54.00000,14.31345,3.77268,10.89723,0.00000,9.00000,1.91559
big,win,52.00000,13.85678,3.75267,10.87989,0.00000,16.00000,1.90792
epstein,ag,63.00000,19.74108,3.19131,10.87033,0.00000,13.00000,1.67415
israel,southern lebanon,39.00000,8.98158,4.34222,10.86229,0.00000,7.00000,2.11843
epstein,deposition,42.00000,10.65331,3.94244,10.85064,0.00000,12.00000,1.97909
navy,ship,25.00000,3.98926,6.26683,10.84159,0.00000,9.00000,2.64774
supreme,voting,34.00000,7.92193,4.29188,10.83220,0.00000,18.00000,2.10161
deal,us-iran,52.00000,14.86949,3.49709,10.83203,0.00000,8.00000,1.80616
dem,candidate,28.00000,4.91320,5.69893,10.83029,0.00000,10.00000,2.51069
house,shots,20.00000,2.70945,7.38156,10.82487,0.00000,13.00000,2.88393
sea,yemen,20.00000,2.86074,6.99121,10.82325,0.00000,5.00000,2.80554
senate,el-sayed,31.00000,6.24496,4.96400,10.82324,0.00000,12.00000,2.31150
american,great,23.00000,3.78555,6.07573,10.82017,0.00000,11.00000,2.60306
senate,platner,30.00000,5.94819,5.04355,10.80638,0.00000,14.00000,2.33444
protests,mass,22.00000,3.31887,6.62876,10.80220,0.00000,10.00000,2.72874
strait,ship,31.00000,5.95440,5.20623,10.77705,0.00000,9.00000,2.38024
ice,citizen,40.00000,11.57988,3.45427,10.77359,0.00000,26.00000,1.78838
trade,tariff,22.00000,3.23572,6.79911,10.76231,0.00000,6.00000,2.76535
protest,don,21.00000,3.37239,6.22705,10.75374,0.00000,12.00000,2.63855
military,base,57.00000,16.17160,3.52470,10.72994,0.00000,10.00000,1.81750
minnesota,ag,21.00000,3.06406,6.85366,10.72697,0.00000,7.00000,2.77687
attacks,pope,20.00000,2.78954,7.16964,10.71352,0.00000,10.00000,2.84190
